nama_warung,daerah,kategori,price_level,rating,rating_count,contents
Magnolia Restaurant At Westin Surabaya,Babatan,restaurant,Tidak Diketahui,4.5,159,"Salah satu buffet hotel yang paling famous di Surabaya. Kualitasnya baik dan bagus. Lokasi di lantai L nya Westin Pakuwon Mall. Masuk dari samping Pull & Bear.

Penataan rapi, bersih, dan rajin di refill. Bisa reserve juga bisa langsung datang. Bisa ambil sendiri di station atau request ke team mereka untuk diambilkan. Kadang ada special menu jadi ditanya aja pas datang.

Sashimi nya so fresh and so good. Seafood ga coba semua tapi fresh. Tiramisu nya paling dicari. Ada beberapa cocktail juga kalau mau. Rawon juga enak. dessert banyak, steak juga oke.

Perut ga cukup masuk lagi deh. Jam 3 siang uda tutup yah. Jadi datang jam 12an aja. Harga tadi ada promo BOGO ternyata dengan bank tertentu, pas bayar jadi lebih murah. Harga di 5xxk++

Salut sama mas mbak nya yg ramah, sigap, sopan, gercep. Jaga terus kualitas ingredients and service nya."
Magnolia Restaurant At Westin Surabaya,Babatan,restaurant,Tidak Diketahui,4.5,159,"Omo omo asli pertama saya tidak mengharapkan gimana-gimana loh, tapi ini SANGAT ENAK sekali terutama steak nya!
Ada 2 tempat favouriteku disini yaitu tempat steak ama noodle station.
Oh iya kelupaan foto bread puddingnya, ini enak sekali BANGET!

Teppanyaki station ada pilihan ikan, ayam, daging meltique premium. Meskipun meltique tapi enak empuk tidak banyak urat.
Untuk yang steak kemarin adanya hanya US Sirloin Steak saja tapi sangat enak, ada lemak tipisnya ikutan ENAK banget. Steaknya masih pink gitu ya tapi kalo minta dimatengin lagi bisa.

Pengen kuah hangat yang enak, mampir ke noodle station, ada kuah tom yum sangat enak sekali, rasa asam asin manis nya pas bangeett.. ditambah bawang goreng dan cabe utuh bikin tom yum nya lebih mantab. Duh jadi pengen kesana lagi 😂
Toppingnya fish cake nya enak, sepertinya premium nih, kenyal empuk ikannya berasa dan tidak bau. Dah ini terbaik tom yum nya!

Dessert cake nya cantik dan enak, bread puddingnya enak banget, kalo mau kesini kudu puasa dulu bener..
Buah potongnya lo gede dan maniiss, secara kemarin kupilih yang sangat matang buahnya, kelihatan kalo melon sangat matang itu lembek berair di lapisan dalam.

Cuman sayangnya satu saja, ini minumannya sepertinya pakai minuman kemasan, karena untuk air putih tidak ikut AYCE.
Next mau cobain breakfast n lunch dsini."
Magnolia Restaurant At Westin Surabaya,Babatan,restaurant,Tidak Diketahui,4.5,159,"Salah satu tempat buffet terbaik di Surabaya dengan pemandangan yang cukup baik serta rasa dan pelayanan yang TOP. Kalau weekday siang, alacarte. Kalau malam dan minggu siang, buffet.

Untuk makanan :
* Cara Penyajian : Ditata dengan menarik, rapi, dan cantik. (4.5/5).
* Rasa makanan : enak, standard ***** (4.5/5).

Untuk pelayanan :
* Table service,  pelayanan restoran tradisional di mana tamu dilayani langsung di meja mereka. Dalam metode ini, kita sebagai tamu tinggal duduk dan pelayan mendatangi meja untuk mengambil pesanan, membawa makanan dan minuman, serta menangani kebutuhan lainnya selama tamu bersantap (untuk alacarte).
* Buffet / Self service, bebas memilih makanan sesuai keinginan kita.
* Sambutannya ramah dan profesional
* Pelayanan yang cepat dan tepat.
* Komunikasi pelayanan menjawab pertanyaan, memberikan informasi tentang menu, dan mengatasi keluhan pelanggan dengan baik.

Menu yang disarankan : grill, japanese, dan all indonesian food
Harga: 600++
Promo yang ada : Buy 1 get 1.

Rangkuman Penilaian :
• Rasa             :   9/10
• Penampilan :    9/10 (warna, bentuk, bau dan tekstur)
• Penyajian     :     9/10 (garnish)
• Ketepatan porsi dengan gambar :   9 /10
• Kebersihan  :     9/10 (kebersihan meja, alat makan, tempat)
• Waktu memasak :    9 /10
• Pelayanan   :     9.5 /10
• Suasana      :     9.5 /10

Saran : ---"
Magnolia Restaurant At Westin Surabaya,Babatan,restaurant,Tidak Diketahui,4.5,159,"Pros: lokasi resto di lantai atas memberikan pemandangan dari atas yang bagus, makanan yang disediakan sangat beragam (International buffet breakfast), rasa dari es cream rasa Taro enak (hanya kurang halus teksturnya, kristal es terasa kasar), pelayanan sangat baik, rasa dari kopinya yg dark roast sangat kuat, daging sapi lulur dalam yg dimasak sangat empuk, pancake yang terbuat dari campuran labu kuning enak (teksturnya kurang empuk), pilihan keju untuk appetizer cukup beragam (ada sekitar 5 macam keju --> babybell, mozarella, cheddar, dll), tersedia beragam jus buah dan sayuran yang bisa di mix sesuai permintaan.

Cons: rasa selai strawberry kurang banyak buah strawberry nya, penggunaan ayam kampung dapat digunakan untuk masakan ayam taliwang (hindari penggunaan ayam boiller)."
Rock 'n Sugar Coffee & Bistro,Prapen,restaurant,Tidak Diketahui,4.6,133,"Restoran di Hotel Luminor ini dining area non smoking nya luas dan cukup banyak kapasitasnya. Selain itu ada juga area smoking semi outdoor yg lumayan besar.

Untuk menu breakfast hotel, variasi sajian makanan dan minumannya sangat banyak. Mulai dari menu masakan nusantara, western buffet, hingga healthy food juga ada. Main course maupun appetizer dan side dish nya enak2 dan tidak membosankan. Refill makanan dan minuman juga cepat.

Ruang makannya nyaman dan karena kapasitasnya besar, maka kita bisa enjoy dalam menikmati sarapan, tidak terasa terburu-buru dan tidak crowded suasananya.

Untuk melayani dan menghibur anak2 kecil juga disediakan staf khusus yg berkeliling, sehingga anak2 pun bisa tertib dan tidak mengganggu kenyamanan pengunjung lain.

Untuk rasa dan kualitas makanan di sini sangat recommended dan menurut saya value for money."
Rock 'n Sugar Coffee & Bistro,Prapen,restaurant,Tidak Diketahui,4.6,133,"Menu makanan untuk harga 100rb an tergolong banyak varian dan enak2, pelayanan juga bagus.
Suasana sebenarnya bagus cuman pengaturan tempat duduk terlalu berdekatan sehingga kl yg dapat meja deket tempat live musik jauh banget kl mau refil makanan+ minuman dikarenakan mau lewat ga bisa karena jarak antara meja kursi dempet2 sehingga harus muter . Dan lagi kl duduk deket live musik sangat berisik ditelinga segingga mau ngobrol aja ga bisa harus teriak2 dulu.
Saran tempat live musik diatur jangan terlalu deket dengan meja tempat makan karena menurut saya terlalu berisik dan mengganggu kita mengobrol ."
Rock 'n Sugar Coffee & Bistro,Prapen,restaurant,Tidak Diketahui,4.6,133,"Menu Makanannya banyak, rasanya mantap, suaranya enak buat kumpul dengan sahabat atau keluarga apalagi diiringi dengan live musik"
Rock 'n Sugar Coffee & Bistro,Prapen,restaurant,Tidak Diketahui,4.6,133,Tempatnya yang terbilang strategis menjadi keunggulan dari restoran ini. Mereka juga menyediakan tempat untuk ulang tahun atau gathering. Makanan yang disediakan juga variatif mulai dari lokal hingga western. Ditambah lagi restoran ini juga membawa konsep all you can eat.
Rock 'n Sugar Coffee & Bistro,Prapen,restaurant,Tidak Diketahui,4.6,133,"Lokasi di sebelah lobby hotel Luminor Jemursari.Kesini pas Lunch..tempatnya cukup luas..1500 cukup neh.. makanan enak,variasi indonesia food,western jg ada.. kalap deh makan disini..cuma perut ngga muat haha.."
Ayam Bakar Primarasa,Ketabang,chicken_restaurant,Sedang,4.5,4673,"Tempatnya besar, nyaman, mejanya banyak, cocok makan dengan rekan kantor, keluarga, komunitas, dan sebagainya
Ajak tamu dari luar kota makan di sini juga bagus dan proper

Harga masih masuk di kantong, rasa makanan enak, terutama ayam bakarnya
Gurami pasmol juga bumbu enak, asem"" dan kecut manis, ada rasa lemon, dikasih mangga/pencit maybe ya

Pelayanan cepat

Bisa payment kartu kredit"
Ayam Bakar Primarasa,Ketabang,chicken_restaurant,Sedang,4.5,4673,"Makanannya enak dan beragam, pelayananya juga ramah dan cepat, lokasi sangat strategis, tempatnya nyaman, tenang dan bersih, toiletnya juga bersih. Terdapat es krim dan kue lumpur juga, harganya juga standar tidak terlalu mahal dan tidak terlalu murah.
Kekurangannya hanya 1  musholanya agak sedikit gerah, mungkin saran bisa dipasang AC
Overall MANTAB 9/10"
Ayam Bakar Primarasa,Ketabang,chicken_restaurant,Sedang,4.5,4673,"Pelayanan baik, cepat.
Makanan cukup enak.
Suasana nyaman"
Ayam Bakar Primarasa,Ketabang,chicken_restaurant,Sedang,4.5,4673,"Pelayanan baik, pilihan makanan bervariasi, dan ada pusat oleh olehnya.
Hampir semua makanan nya enak terutama udangnya. Sambel terasi nya juga enak.
Ada baby chair.
Toilet dan musholla bersih. Parkiran tersedia cukup banyak"
Ayam Bakar Primarasa,Ketabang,chicken_restaurant,Sedang,4.5,4673,"enak makan cepet dateng pdhl lagi buka puasa, harganya juga terjangkau untuk pelayanan & rasanya"
Kafe Bromo,Kedungdoro,cafe,Tidak Diketahui,4.5,560,"Semuanya enaaakk, tapi perutku nggak cukup. Maaf untuk makanan yang nggak bisa aku tau. Saran diberi petunjuk atau arahan. Karena ada tempat yang nggak tau kalau itu bisa diakses. Selain itu worth it.."
Kafe Bromo,Kedungdoro,cafe,Tidak Diketahui,4.5,560,"Makanan enak dan banyak macamnya, pelayanan bagus.
Kekurangannya di sushi dan bbq station nya. Sushi rasa kurang, daging bbq nya agak alot"
Kafe Bromo,Kedungdoro,cafe,Tidak Diketahui,4.5,560,"Pengalaman kuliner yang sangat menyenangkan. Petugas restaurant ramah sekali, service excelent.
Menu yang ditawarkan beragam, tidak ada yang tidak enak. Bahkan menu lokalnya lebih enak dibandingkan restoran terkenal. Contoh: rawon dan soto surabaya. Bahkan sop buntutnya pun empuk segar.
Terima kasih bapak ibu petugas resto yang sangat tanggap."
Kafe Bromo,Kedungdoro,cafe,Tidak Diketahui,4.5,560,"Jujur ekspektasi saya makanannya lebih banyak variasi kenyataannya makanan tersaji sedikit variasi. Daftar makanan tidak sesuai di menu. Di daftar menu ada mango sticky rice, pas disana menunya kosong kata stafnya menu mango sticky ricenya gak tiap hari ada . Ada banyak menu yg tidak sesuai menu. Mengecewakan sekali bayar semahal itu per pax menunya sedikit dan banyak yang kosong juga. Dessert terlalu Manis Dan terlalu nepung. cookies berasa banyak tepungnya ( kurang buttery ) .Ayam kanton kurang berasa ayamnya tasteless. Menu condiment cm 2 stall rasa juga tidak memuaskan.  Cookies Dan cake rasanya ada yg aneh , spt aroma tanah. Bingung juga. Staff bagian minuman kurang ramah. Untuk hotel bintang 5 penurunan kualitas dibanding hotel lain."
Kafe Bromo,Kedungdoro,cafe,Tidak Diketahui,4.5,560,"Cafe yang letaknya di dalam Sheraton dan menyediakan buffet. Kebetulan kesini karena promo buy1get1. Waktu ak dateng sepi banget cuma ada 2-3 customer lain yang makan disana. Untuk suasananya oke, tempatnya bagus tp agak kecil menurutku. Makanannya banyak dan lengkap, ak nyobain sekitar 80% makanan disini karena saking banyaknya sampe kenyang banget.

Salad 10/10
Saladnya unik, kita bisa bikin saladnya sendiri di atas keju grana padano kayak di resto itali. Protein saladnya juga macem"". Ada tuna sambel matah, salmon, sm ayam. Tp yang paling enak menurutku salmon sm ayamnya. Salad salmonnya ada manis""nya trus pedes dikit krn ada potongan paprikanya. Untuk salad ayamnya agak asem seger gitu soalnya ada nanasnya.

Teppanyaki 8/10
Untuk yang beef udah disediain kayak gambar, tp surprisingly rasanya enakk. Dagingnya ga alot sama sekali meskipun dibiarin gt aja, seasoningnya juga pas. Bumbu bbq nya juga enak ga bikin enek. Trus ada pilihan yang seafood, ayam, sayur, sm daging slice. Tp yang ini kalian ambil"" sendiri trus nanti bru dimasakin sm chefnya. Kl rasanya yg dimasakin menurut ku kurang soalnya dominan di jahenya trus terlalu gurih.

Ayam dan Bebek 9/10
Waktu ak kesini ayamnya dimasak chasiu sm hainan, trus bebeknya dipanggang. Rasa bebeknya enak poll ga alot sama sekali. Untuk chasiunya agak kurang menurutku soalnya ga kerasa manis sm angkaknya. Ayam hainannya hambar trus kering mungkin karena diangetin selama serving. Tp ada nasi hainannya disini yang lumayan nolong rasanya karena lebih gurih dan nasinya juga pulen.

Dimsum 10/10
Dimsum disini macem"", ada yang digoreng sm dikukus. Ak paling suka dimsum kulit tahunya soalnya kerasa udangnya. Sm dimsum cakue gt yang ada taburan wijennya itu juga enakk. Untuk siomay nya menurutku agak kurang berasa udangnya, tp adonannya enak karena adonannya tipikal ayam cincang jadi isi ayamnya banyak. Disini juga banyak dimsum lain, tp semuanya rata"" isinya ayam udang.

Indonesian Food 6/10
Untuk makanan indonesianya ak cuma nyoba beberapa kayak mie goreng sapi, ayam betutu, ikan kuning, ikan asam manis, sm kepiting saos tiram. Maaf untuk Indonesia foodnya kurang enak menurutku banyak yang gak pas. Mie goreng kurang gurih, ayam betutu ga pedes dan kurang berasa rempahnya, olahan ikan semuanya kering kayak makan dada ayam, trus kepiting saos tiramnya gaada yang spesial rasanya. Makan kepitingnya agak bingung soalnya disana ga nyediain tempat cuci tangan, jdi hrus bawa tisu basah buat lap tangan habis makan.

Sushi 9/10
Ak ga nyobain semua sushinya tp menurutku oke untuk sekelas buffet gini. Krn biasanya sushi di buffet tu kurang enak

Minuman 8/10
Ada beberapa minuman kayak infused water, teh, jus, kopi, es campur, dll. Ak nyobain tehnya cenderung lebih ke teh infused gt trus ga manis, cocok buat cuci mulut habis makan banyak. Disini ada kopi tp ak ga nyobain. Cm mereka punya mesin kopi yang proper dan nyediain kopi susu gitu. Es campurnya oke, tp menurutku kurang banyak kondimennya. Cuma ada agar warna-warni, tape ketan, boba, sm nata de coco. Saranku tolong tambahin tape singkong sm roti""nya soalnya menurutku es campur kurang kl gaada kondimen itu.

Dessert 5/10
Kuenya banyak, ada yang kecil-kecil sm yang utuh gitu. Trus ada puding""an yang lucu ditaruh di gelas"" estetik. Tp maaf rasanya rata rata ga pas. Kue pistachionya ga ada rasa pistachio sama sekali. Kue coklat lapisan atasnya si enak, tp ditengah nya kebanyakan coklat putih jdi nutupin rasa coklat aslinya. Cheesecake blueberry nya oke, tp rasa cheese nya kurang. Trus puddingnya semua hambar, rasanya kurang kenceng trus ga manis kayak ga dikasih gula sama sekali. Choco chouxnya enak si, tp sayangnya lapisan luarnya ga garing mungkin udah lama dipajang. Ada es krimnya juga menurutku es krimnya enak trus manisnya pas.

Disini juga nyediain gorengan gitu, tp ak ga sempet nyobain karena kenyang banget. Overal makanannya oke tp untuk dessert nya agak kecewa si soalnya rasanya kurang. Mungkin bisa diperbaiki lagi kedepannya untuk dessert nya krn sayang penyajiannya udah bagus banget."
Ayam Goreng Tujoyo,Baratajaya,restaurant,Tidak Diketahui,5.0,307,"Kesan pertama, untuk menuju ke lokasi ini agak berliku karena rumah makan ini terletak di gang dalam kompleks perumahan dan banyak gang yg ditutup. Orang bilang mungkin hidden gem 🤭
Tempat nya bersih, tidak luas namun cukup terang. Sendok dan garpu diberi plastik. Tusuk gigi higienis karena tipe yang bijian dibungkus kertas.

Ok cukup dengan review kondisi rumah makan nya. Sekarang review makanan nya. Kali ini saya pesan ayam goreng dada, usus goreng, ati goreng dan nasi uduk. Nasi uduk nya dikasi krupuk kecil kecil. Nice.

Ayam goreng nya tipe moist, bukan yg kering ataupun yang dicelup tepung basah. Size nya cukup besar. Usus nya juga bukan tipe yang kering meskipun saya sudah minta digoreng kering. Ati nya juga sama. Overall ini tipe seperti ayam goreng kalasan namun bukan yg manis, cenderung ke savoury. Bukan seperti kalau di Surabaya yang terkenal ayam goreng P**uda atau Pr***dent. Ow  ya saya dikasi tahu n tempe kecil 😁. Sambal nya cukup tapi tidak nendang, kecap manis nya standart. Layak kah harga dan porsi nya? Menurut saya cukup layak.

Ow ya tambahan, rumah makan ini tidsk punya cabang."
Ayam Goreng Tujoyo,Baratajaya,restaurant,Tidak Diketahui,5.0,307,"Tempatnya biasa aja, tapi rasanya lebih dari biasa. Hehe ✌️
Dari judul RM nya, sdh ayam.. ya wajib beli ayamnya ya...
Ayamnya berbumbu, empuk, dilengkapi dengan 2 macam sambal yang enak.
Nyoba empal, bebek dan sayur asem juga. Surprisingly bebeknya juga enak.. lbh prefer bebek sih. Tp ayamnya juga enak.. jadi beli aja 22nya kalo laper! Empalnya juga empuk. Sayur asem nya juga layak dibeli untuk basah2 di tenggorokan ya.. cukup enak. Rasa enak harga ramah di kantong."
Ayam Goreng Tujoyo,Baratajaya,restaurant,Tidak Diketahui,5.0,307,"Sabtu, 27 September 2025

Lagi pengen makan ayam goreng yg literally ayam goreng kayak ayam goreng Jakarta atau Ny. Suharti gitu yg bumbunya meresap tapi harganya ga terlalu mahal 😅🤣

Terus ngetik deh di Google ayam goreng terdekat nemu ini wkwkwk

Secara rasa lumayan lah. Bumbunya terasa dan sambelnya, terutama sambal bawangnya nampol.

Jadi nanti dapet dua sambel, ya

Terus ayamnya lembut dan mudah dipotek, hehe

Aku pesen ayam sama bebek. Bebeknya juga enak garing tapi lembut di dalem. Matengnya menyeluruh 🥰

Harga lauk dan nasi dijual terpisah, ya.
Aku pesen ayam goreng, bebek goreng, nasi putih 2, nasi uduk 1, sama es teh tawar jumbo 1 abis 65rb

(+)
1. Tempatnya bersih dan rapih bangeeeet
2. Pelayanannya ramah dan cekatan, mereka bantu jelasin ga cuman ngasih menu aja tapi ga yg ngeganggu gitu. Terus kalau udah makan agak lama ditanyain apa yg kurang dan ada tambahan apa
3. Suka printilan interiornya yg ga terlalu lebay
4. Ada air mancur ala2 di depan
5. GAADA TUKANG PARKIR WKWKWK
6. Parkirnya cukup luas

(-)
1. Tempatnya ga hidden2 bgt tapi masuk2 gang yg mayan riweh tp suasananya enaaaak sepi dan tenang gitu. Tp ga ngebayangin kalau malam sepinya gimana
2. Bumbunya ayam tuh kerasa tp ga yg kerasa banget gitu tapi masih enak azaa

Ini lokasinya deket sama kampus iSSTS, ya. Agak susah jangkaunya apalagi kalau pakai Maps riweh bgt wkwk"
Ayam Goreng Tujoyo,Baratajaya,restaurant,Tidak Diketahui,5.0,307,"Nyobain ayam goreng di daerah ngagel madya..
Ada beberapa macam pilihan  lauk, ada pete juga buat penngemar pete 🤣
Ayamnya enak gurih empuk bumbu nya meresap sampe dalam pokoknya mantab deh.

Sambelnya ada sambel bawang dan sambel terasi.. paling enak sih sambel terasinya cocok sama ayam gorengnya

Tempat makan nyaman bersih dan tidak ber AC ya , dan plusnya ada colokan listrik deket meja jadi sambil makan bisa ngecas hape juga
Parkiran mobil aman bisa di halaman dan sebelah tetangga

Bisa lah ini dijadikan referensi jika mau makan ayam goreng selain yang sudah terkenal itu"
Ayam Goreng Tujoyo,Baratajaya,restaurant,Tidak Diketahui,5.0,307,Ayam nya enak dan empuk. Tempatnya juga cukup nyaman. Harga standart untuk nasi ayam pada umumnya. Varian lauknya juga byk dan ada nasi uduknya jg.
Seafood COBEKKK,Putat Gede,restaurant,Tidak Diketahui,4.3,33,"Enak2, kita (ber 6) sampai abis 2,5kg kepiting jumbo dan 11 nasi putih
Yg ga ada di foto udang mentega, kerang padang, cumi mentega special"
Seafood COBEKKK,Putat Gede,restaurant,Tidak Diketahui,4.3,33,"Dapat info resto ini dari seliweran reels IG dan saya tertarik untuk coba datang. Posisi resto ada di ruko dan parkirnya bisa dibilang sempit karena harus sharing dengan 2 toko sebelahnya.

Secara makanan saya pesan 1 nasi putih, 1 udang mentega, dan 1 cumi saus padang. Rasa relatif enak dan pedas, yang disayangkan rasa saos padangnya terlalu manis menurut saya. Saus menteganya oke. Untuk porsi tidak banyak juga tidak sedikit, sesuai lah dengan harganya.

Tempat tidak ber-AC dan relatif sempit juga (saya di lantai 1). Pelayanan cukup cepat mungkin karena posisi lagi sepi.

Overall menurut saya masih worth untuk  cari rasa."
Seafood COBEKKK,Putat Gede,restaurant,Tidak Diketahui,4.3,33,"Pertama kali makan disana gara-2x rekomendasi dari dr. Aimee N., Sp.KJ. Rekomendasinya NGGA SALAH, memang bener harganya relatif murah & rasanya sepadan.

Yang paling ngena itu Kerang Dara Rebusnya, MANTAB. Taugenya juga FRESH. Cuminya ENAK. Udangnya juga NIKMAT. Yang kerasa kurang itu Kepitingnya...., terus yang kurang lagi itu..., KURANG pedas, lol.

Rasa Bumbu Mentega sama Saus Padangnya juga hampir miripla, ngga ada perbedaan yang signifikan.

Karena saya makannya berdua, tapi lauknya sebanyak itu, mejanya isi 2nya sampe digabung, lol.

Overall, memang bukan kaleng-2x ini barang, memang parkirnya relatif susah, tapi rasanya PUAS ^^"
Seafood COBEKKK,Putat Gede,restaurant,Tidak Diketahui,4.3,33,"Pertama kalinya coba makan disini udang asam manis rasanya enak 1 porsi isinya 7 ekor udang harga 28 rb , kerang saus padang 25 rb isinya 15 bj kecil 2, nasinya lembek pelayanan manyun tempat sederhana panas sempit, parkir mobil sempit"
Seafood COBEKKK,Putat Gede,restaurant,Tidak Diketahui,4.3,33,"Makanan nya enak bgt.. gurami tidak bau tanah, bakarnya pas mantap.. sayur tauge fresh tidak kematangan.. udang nya enak karena sudah dikupas 😁 es teh nya segar tidak kemanisan.."
Kwang Tung ITC Foodcourt,Kapasan,restaurant,Tidak Diketahui,3.2,5,"Sekelas foodcourt mall wastefel rusak semua? Tempat makan lesehan pinggir jalan saja disediakan wastafel. Wastafel itu fasilitas dasar tempat makan. Cari untung itu wajar, tp fasilitas dasar juga diperhatikan dong!!!"
Kwang Tung ITC Foodcourt,Kapasan,restaurant,Tidak Diketahui,3.2,5,nggaktau pengen kasih bintang 1 aja
Warung Makan Bu Machiyah,Gebang Putih,indonesian_restaurant,Tidak Diketahui,4.2,9,"Makanan di sini bervariasi dari ayam , telur , geprek , sayur , jerohan . Dengan sambel yang banyak dan menurutku pedasnya sedang. Parkiran mobil kurang bisa di jangkau, kalau kotor bisa 10motor. Untuk kapasitas di dalam kurang lebih 10 orang. Menyediakan sendok plastik."
Warung Makan Bu Machiyah,Gebang Putih,indonesian_restaurant,Tidak Diketahui,4.2,9,"Warung Penyetan dengan VARIASI LAUK TERBANYAK digebang Lor, namun KESEHATAN pikirkan deh

Hanya itu yg saya suka, VARIASINYA begitu banyak, belum tentu warung2 dikeputih walau tempatnya besar bisa se-banyak warung ini soal variasi lauknya.

Soal kesehatan dalam hal penggunaan minyak goreng jangan banyak ngarep lah, pasti minyak gorengannya itu2 aja sama kayak warung Penyetan blain, bisa dimaklumi lah .

Namun yg rada kecewa dan semoga pemilik mau cari solusinya adalah KARENA LETAKNYA IKAN2nya PAS DIPINGGIR JALAN, TIDAK DIBERI SEKAT/PENUTUP KARENA GEBANG dari sore-malam jam 23-an itu ramai motor yg polusinya itu loo.... Selain itu untuk harga lauk pauk 8k-an seperti ayam dan lele, dagingnya bkurang jika dibandingkan warung Penyetan BEBEK MADU SEBELAH...

Parkirnya bjuga tidak ada, karena pinggir jalan Banget. Soal Kreatifitas dan kerapian dan kebersihan tempat, cukup rapi namun bukan memuaskan."
Warung Makan Bu Machiyah,Gebang Putih,indonesian_restaurant,Tidak Diketahui,4.2,9,"Masakannya enak lezat, tempatnya bersih dan terang. Pelayanan ramah dan cepat. Harganya ramah di dompet. Kurang parkir saja. Semoga besok bisa makin luas."
Warung Makan Bu Machiyah,Gebang Putih,indonesian_restaurant,Tidak Diketahui,4.2,9,"Special pesana ayam kecap
Sangat2 pgn buat nambah lagi
Harga 10 k sangat puas mantap"
Warung Makan Bu Machiyah,Gebang Putih,indonesian_restaurant,Tidak Diketahui,4.2,9,"Penyetan ayamnya enak, tapi nasinya sedikit sekali"
Mie Ayam Nusantara,Gebang Putih,noodle_shop,Murah,4.7,864,"Mie Ayam Nusantara, atau biasa disebut MiNus ini akan selalu punya tempat spesial di memori saya, karena ini adalah salah satu tempat makan favorit saya bersama teman-teman dulu semasa kuliah. Dari yang dulu warung kecil dengan tempat yang sangat terbatas, sekarang sudah bergeser ke tempat yang lebih luas, dengan rasa dan suasanya yang masih sama.

Mie ayam di sini sangat worth-it untuk rasanya, dengan harga yang murah. Mie-nya kenyal dengan ukuran sedang, dengan kuah light yang memang menurut saya harus ditambah kecap manis dan sambal untuk menambah cita rasanya. Potongan ayamnya juga besar dan banyak, ditambah taburan kerupuk pangsit. Kesimpulannya, mie ayam di sini sudah sangat enak dengan harganya, dan tipe mie ayam yang light dan ringan untuk dimakan.

Di setiap meja juga disedikan berbagai macam gorengan yang bisa jadi pelengkap, dan enaknya sudah ada petis dan cabai yang bisa kita ambil juga sebagai pendamping makan gorengan.

Tempatnya memang tidak terlalu luas, apalagi jika jam makan pasti penuh oleh para mahasiswa kampus sekitar situ. Tempat parkir cukup terbatas juga dan gratis.

Latest visit: 15 Feb 26"
Mie Ayam Nusantara,Gebang Putih,noodle_shop,Murah,4.7,864,"TERBAIK!
Semua kesukaanku ngumpul di satu tempat. Mie ayam, sate-satean, ceker, kepala ayam. Mie ayam enak, kuah melimpah, kematangan mie pas nggak kelembekan. (-) Sayang kuahnya kurang panas. Sate-satean, ceker, dan kepala ayam nggak ada cela, enak dan murah.

Saran kalo pengen makan banyak sate atau ceker atau kepala, pesen mie ayam yang biasa aja. Jadi bisa makan mie ayam, makan kondimen yang cukup, tanpa ngerasa terlalu kenyang."
Mie Ayam Nusantara,Gebang Putih,noodle_shop,Murah,4.7,864,"Mie ayamnya enak,
Porsinya pas yg porsi reguler.
Kalau porsi jumbo terlalu banyak menurutku.
Mienya enak, sate-satean juga enak, teh anget harum, es jeruk seger, tempatnya full kipas angin turbo. Ga bakal takut sumuk.
Kesini pas malming. Ga pernah sepi. Selalu rame pengunjung.
Karena mienya enak dan harganya murce.
Habis olahraga di lapangan Koni jangan lupa mampir kesini.
Gebang pride.
Daerah jalan gebang dekat dengan ITS.
Pelayanan cepet.
Sip semuanya.

Sukses selalu Mie ayam Nusantara"
Mie Ayam Nusantara,Gebang Putih,noodle_shop,Murah,4.7,864,"Untuk harga murah pol dengan porsi lumayan banyak, rasa oke juga , es teh jumbonya juga beneran super jumbo"
Mie Ayam Nusantara,Gebang Putih,noodle_shop,Murah,4.7,864,"BRO NIAT JUALAN APA SEDEKAH SIH?

UDAH MURAH. ENAK LAGII😭😭😭.

Aku beli porsi mie ayam jumbo karena satu aja gak cukup wkwk.

Untuk kuah mie-nya cukup gurih dengan oil dan bumbu yang secukupnya. Sebenernya ya, ges kalian makan tanpa sambel tanpa saos tuh udah manteppp bangeett tapi kalo pake saos tomat makin makin sih😋😋.

Satenya ada macem macem woiii dan start dari 1K ajaa😭😭😭. Ada sate puyuh, sate tempura, sate usus, dan ada ceker + kepala😭😭😭.

Tempatnya enak banget buat makan siangg. Cuman gak cocok kalo kalian nongkrongnya lamaa. Cukup makan terus pulang. Untuk porsi jumbonya udah mengeyangkan banget ya gess.

INI MAH MASUK RECOMMENDED"
Warung Bu Mar (Ibuk Marsiati),Gebang Putih,buffet_restaurant,Murah,4.8,470,"Harga menu terbaru: Nasi putih sepiring(ambil sendiri) gratis sayur Rp.4.000, telur bali 1 butir=3.000, Tahu bali tipis =500, Tempe goreng= 1.000, Lauk ayam=4.000, Kopi hitam =2.000, parkir gratis, No Wifi, No colokan listrik cas HP"
Warung Bu Mar (Ibuk Marsiati),Gebang Putih,buffet_restaurant,Murah,4.8,470,"Warung paling murah untuk anak kos di ITS,  PPNS,  dan PENS.  Tempat nya bersih.  Menu nya enak dengan harga yang sangat amat murah.  Makan ayam sama nasi cuma 5.500 rupiah.  Cocok buat mahasiswa yang kantong nya udah menipis."
Warung Bu Mar (Ibuk Marsiati),Gebang Putih,buffet_restaurant,Murah,4.8,470,"Definisi dari murah. Harganya jika dibandingkan dengan warung yang lain, warung ini juara dalam hal murah. Tipenya prasmanan, jadi ambil sepuasnya bayar belakangan.
Untuk tempatnya sempit, lahan untuk parkir juga tidak begitu luas.
Untuk pembanding harga,
nasi+sayur+tahu+tempe+teh anget hanya 6000 saja"
Warung Bu Mar (Ibuk Marsiati),Gebang Putih,buffet_restaurant,Murah,4.8,470,"Melebihi ekspektasi, murah poll cocok di kalangan mahasiswa 😭, es teh sja cuman 1rb 😭"
